brand_name,product_name,asin,price,overall_rating,reviewer_username,review_date,review_rating,review_text
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,overbooked,"March 12, 2021",5.0,"Good little pucks. Similar in taste to this brand's bratwurst (which I"
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,smileygirl0402,"March 7, 2021",5.0,It tastes really like real meat! L
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,capone,"March 6, 2021",5.0,Tasty like meat. I enjoy for bre
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,Xcellent,"March 5, 2021",5.0,These are phenomenal. Better than going to a rest
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,dirtdevil,"March 4, 2021",5.0,"My husband and I are meat eaters. Our daughter, who isn't a meat eater, had us try these patties. We cooked them on the BBQ. Very tastey. We will buy these again. We also like this brand's breakfast p"
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,Laura Kimka,"March 1, 2021",5.0,Pleasantly surprised.  This will be a regular staple in my
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,Tool Man Tim,"March 1, 2021",4.0,This was my first try with a plant based product outside of meatless burgers.  The texture n taste of this sausage product was very good.  The cook up quickly n nicely fit on a croissant or bagel or you serve as a side. I definitely would buy again n have recommended to friends that are also trying to eat more plant based
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,Riskii,"February 22, 2021",5.0,Great sausage substitute! Perfect with my Jus
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,Amazon Customer,"February 22, 2021",2.0,And these are the very worst-tasting veggie sausages of al
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,Kathryn Howell,"February 22, 2021",5.0,I love these on my breakfast sandwiches. I highly rec
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,Jeff Steep,"February 20, 2021",5.0,This is so del
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,Corey Lee Thiel,"February 18, 2021",5.0,"Instead, we buy bread, vegan cheese, and Just Egg and we make our own breakfast sandwich. Much cheaper since DD always charges for the egg and cheese even though we opt out. It makes"
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,Kenia Vidal,"February 17, 2021",5.0,Tastes very good! I cannot believe it is plant base
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,Irene Adler ,"February 14, 2021",5.0,I love this
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,Minerva,"February 3, 2021",5.0,"Its a good product, tastes great seasoned well. Used with a breakfast meal or stan"
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,Shenell W.,"February 3, 2021",5.0,"Beyond is really great at imitating meat. It fools everyone. It smells great when cooking it, the texture is spot on, and it tastes awesome. Great for starter plant-based"
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,Joshua Webster,"February 2, 2021",5.0,"These are delicious and easy to cook. We usually cook them for breakfast, but just tried them cooked and diced for stuffed red peppers with quinoa."
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,Dogs n’ Sawdust,"February 1, 2021",5.0,This is more delicious than real meat. I sauté them and then cut the patties in quarters and add them to a chickpea salad. Too bad they are so often out of stoc
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,G. Flora,"January 29, 2021",5.0,"Love these. I make them with english muffin buns, and add an egg and chao cheese. #VeganEggM"
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,RyN,"January 18, 2021",5.0,"I purchased this and it was very good. I have had the hot dogs and sausages and could not finish them because of the taste. However, I cooked these up with eggs, cheese and tortillas. Very nice and I will purchase these"
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,"Robert Cox, NYC","January 18, 2021",5.0,"Love, love, love...! Even my carnivore husband likes them! If you’re vegan or vegan curious, give i"
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,Amazon Customer,"January 18, 2021",5.0,"The links were finally on sale at my local Whole Foods yesterday (1/17/21) and so decided to purchase and since I'm already a fan of the patties i felt assured they wouldn't disappoint and they didn't one bit. So GOOD!  The taste is a bit different from the patties and I do like the aforementioned's flavor a tad more but the difference is really negligible. I loved the softer texture of the links and both they and the patties are really reminiscent of the real meat products they replicate.  The ""grease"" output is more than I'd like but that's easy enough to avoid consuming with draining on a paper towel just as you would actual pork or beef sausage.  Very VERY happy now just lower the price and I'll be even ha"
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,Mise-en-Scene,"January 18, 2021",5.0,Perfect sausage substitute. Th
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,M. Leon,"January 16, 2021",5.0,"We’ve had these a few times, with hash browns and eggs. Scrum"
Beyond Meat,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Classic 7.4 oz",B084NF3NHR,5.49,4.6,L. Tolhurst,"January 14, 2021",5.0,Great flavor...Grea
Tofurky,Tofurky Deli Slices Oven Roasted,,3.39,4.6,Weena Y. Rivera,"May 31, 2021",2.0,Way to salty for me ! Texture is ok but I would rather just not eat cold cuts I don’t miss them
Tofurky,Tofurky Deli Slices Oven Roasted,,3.39,4.6,Maria Renquist,"May 30, 2021",5.0,Amazing for vegan deli sandw
Tofurky,Tofurky Deli Slices Oven Roasted,,3.39,4.6,KF,"May 29, 2021",5.0,These tofurkey deli slices are great for sandwiches and
Tofurky,Tofurky Deli Slices Oven Roasted,,3.39,4.6,Vegan ,"May 14, 2021",5.0,I’ve been eating Tofurkey for years. It provides plenty of protein Taste
Tofurky,Tofurky Deli Slices Oven Roasted,,3.39,4.6,Christopher Cameron,"May 7, 2021",5.0,"Very good, maybe cut back little sat for those that are not salt"
Tofurky,Tofurky Deli Slices Oven Roasted,,3.39,4.6,D & J Skaggs,"May 3, 2021",5.0,Always my sandwich
Tofurky,Tofurky Deli Slices Oven Roasted,,3.39,4.6,Michael Lvovsky,"February 28, 2021",1.0,"I could only taste the other things in my sandwich.  No turkey flavor; sooo disappointing.  So, I went back and tried tasting it alone, and it was very simply bad.  No turkey flavor whatsoever.  What a"
Tofurky,Tofurky Deli Slices Oven Roasted,,3.39,4.6,K. Bond.,"February 21, 2021",5.0,I was told to eat more protein instead of just fruits and veggies and salads to stay full longer. It tastes good and can be used in sandwiches. I use in open sandwiches with either lettuce or sprouts
Tofurky,Tofurky Deli Slices Oven Roasted,,3.39,4.6,Amazon Customer,"February 1, 2021",3.0,But it just kinda tastes like
Tofurky,Tofurky Deli Slices Oven Roasted,,3.39,4.6,Violetwrites Leftow,"January 1, 2021",1.0,"These are not good, if you're vegan just eat a veggie sandwhich. These are terrible, they smell"
Tofurky,Tofurky Deli Slices Oven Roasted,,3.39,4.6,Betty S,"December 29, 2020",3.0,Omg so salty... but I eat it anyway in small quantities! (like only 2 slices in a sandwich..). I definitely would prefer it with less sal
Tofurky,Tofurky Deli Slices Oven Roasted,,3.39,4.6,Yolanda Smith,"December 7, 2020",5.0,"I love this item, I am a new vegan and was happy to see thi"
Tofurky,Tofurky Deli Slices Oven Roasted,,3.39,4.6,stephanni,"July 10, 2020",5.0,I loved the taste! Tastes better than turkey slices. I added vegan smoked Gouda cheese and vegan may
Tofurky,Tofurky Deli Slices Oven Roasted,,3.39,4.6,Amazon Customer,"July 3, 2020",2.0,"I found these to be rather bland.  They were subbed in for another brand due to a delivery, on-line purchase.  Not horrible but nothing noteworthy"
Tofurky,Tofurky Deli Slices Oven Roasted,,3.39,4.6,Kim Relford,"May 25, 2020",3.0,"I really enjoy this deli ""meat,"" but I can't stand that you have to cut open the plastic and that the slices are often difficult to pull apart. It just seems like those two things would be problems that are REALLY easy to resolve. But, that said, it might be an acquired taste for some, but I like it a"
Tofurky,Tofurky Deli Slices Oven Roasted,,3.39,4.6,Lynne,"March 17, 2020",4.0,"I used to eat Tofurky deli slices frequently, but over time I've found that I'm less tolerant of the salt level in them.  I don't know if they're saltier than they used to be, or if I'm just more sensitive to it, but I buy them significantly less frequently than I used to.  That said, they are a viable meatless alternative to regular deli meats, and I would encourage people to give them"
Tofurky,Tofurky Deli Slices Oven Roasted,,3.39,4.6,Buddy Rhodes & Keith,"February 10, 2020",5.0,This is pretty good! Great on a sandwich with a
Tofurky,Tofurky Deli Slices Oven Roasted,,3.39,4.6,too_old_to_be_so_indie,"October 17, 2019",5.0,"This is so so delicious! It tastes like real turkey dude. Like omg it’s magic... suddenly, i’m ve"
Quorn,"Quorn, Meat-Free Meatballs, 10.6 oz (Frozen)",B000WM2WXE,4.99,4.4,FLAtRich,"February 4, 2021",3.0,Good taste but has wheat bi-product
Quorn,"Quorn, Meat-Free Meatballs, 10.6 oz (Frozen)",B000WM2WXE,4.99,4.4,Shirell,"December 13, 2020",2.0,"It tastes a little wired, and the texture does feel like good meat.It is pretty easy to cook.But probably will not try it"
Quorn,"Quorn, Meat-Free Meatballs, 10.6 oz (Frozen)",B000WM2WXE,4.99,4.4,C. Morris,"December 8, 2020",5.0,Love quiet products. Tastes good and better texture than soy pr
Quorn,"Quorn, Meat-Free Meatballs, 10.6 oz (Frozen)",B000WM2WXE,4.99,4.4,Wei Yuan,"September 28, 2020",1.0,Not very good
Quorn,"Quorn, Meat-Free Meatballs, 10.6 oz (Frozen)",B000WM2WXE,4.99,4.4,alexis,"September 22, 2020",1.0,Did not like these the flavor just wasn’t
Quorn,"Quorn, Meat-Free Meatballs, 10.6 oz (Frozen)",B000WM2WXE,4.99,4.4,Amazon Customer,"July 21, 2020",5.0,Good in spaghetti 🍝 almost tastes lik
Quorn,"Quorn, Meat-Free Meatballs, 10.6 oz (Frozen)",B000WM2WXE,4.99,4.4,A R,"May 13, 2019",5.0,De
Quorn,"Quorn, Meat-Free Meatballs, 10.6 oz (Frozen)",B000WM2WXE,4.99,4.4,Jesse G. Tobiason,"January 25, 2018",5.0,
Quorn,"Quorn, Meat-Free Meatballs, 10.6 oz (Frozen)",B000WM2WXE,4.99,4.4,Amazon Customer,"December 31, 2017",5.0,"These are amazing, and my grocery store stopped carryin"
Quorn,"Quorn, Meat-Free Meatballs, 10.6 oz (Frozen)",B000WM2WXE,4.99,4.4,Yvonne Jones,"December 6, 2017",4.0,"great taste, versatile, can use in sauce, soup, salad, or eat alone. My only complaint, too much sodium-but that's not exclusive to this product only, most products have too much sodium,but again, I am a salt"
Quorn,"Quorn, Meat-Free Meatballs, 10.6 oz (Frozen)",B000WM2WXE,4.99,4.4,Valarie Ward,"August 23, 2017",4.0,Texture is good and taste n
Quorn,"Quorn, Meat-Free Meatballs, 10.6 oz (Frozen)",B000WM2WXE,4.99,4.4,happygolky,"June 23, 2017",4.0,Texture is good and taste is as good as can be expected for a product like this. Maybe they can get creative and add raisins to improve the
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Avner,"May 14, 2021",5.0,Really enjoy this product even my family members who don’t like meatless products were impress. They are good when served righter free cooking but they they get cold the texture is not th
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Laura L.,"May 9, 2021",5.0,Great product for vegetarians. You can make many variations with these nuggets from the usual to sub sandwiches to terrific dinners with the sides you like.
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Kareem,"May 2, 2021",5.0,"Closest taste to actual chicken nuggets! And no weird, sinew-y pi"
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,JAC,"May 1, 2021",5.0,"Tastes better than chicken nuggets. If you are thinking of going plant forward or vegan and like chicken flesh, this is an awesome replacement that will have you"
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Mascarelli,"April 12, 2021",5.0,Quorum are our favorite brand of meatless n
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,ILikeAGoodDeal,"March 23, 2021",5.0,"Can replace chicken in most dishes, and it taste good. I have tried all versions, even vegan, and this brand is"
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,AM Wilkins,"February 20, 2021",5.0,"Love, love, love! These nuggets! Even my picky 2yr old loves these they taste just like ch"
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Данечка ,"February 19, 2021",5.0,These are a good replacement for chicken nuggets. Tasty. Tastes great with honey BBQ
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Shay,"January 24, 2021",5.0,"I prep these by sticking them in the microwave for a minute or so to heat the middle (because they are frozen) then fry them in a pan with a little bit of oil to to crisp the outside. I found them to be really good, with taste and texture. They crisp up like a normal nugget and I can tell the difference between these and other nuggets. The real judge is my kid who eats them as well. Better than McDonald's nuggets if prepared correctly and no need to leave the"
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,M.B.,"January 16, 2021",5.0,I air fry these weekly and put them on a salad.  My kids like them better than actual chicken nuggets and they are much better f
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Tosh,"January 12, 2021",5.0,These are better tasting than nuggets containing meat and we feel better after eatin
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Sally,"January 11, 2021",5.0,These nuggets taste great and are a terrific way to get more veggies/eat less meat. I wouldn’t know these were veggie-based if someone gave them to me offhand. They’re super crunchy (made them in the air fryer- 6 min per side) and have a great consistency as well! Will def bu
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Wei Yuan,"October 3, 2020",1.0,"bought these thinking they were vegan and they're not.. they have"
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Shenelle Crouch,"September 29, 2020",5.0,Killer n
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Customer,"September 26, 2020",5.0,These nuggets taste
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Donald E. Meissner,"September 21, 2020",1.0,This is the most discussing flavor of the chicken nuggets I’ve ev
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Ronda Roberts,"September 18, 2020",1.0,gave m
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Godsblessings,"September 15, 2020",1.0,"The second I opened the package I knew something was off. The smell of leaving something in the freezer for too long was strong. I was really looking forward to trying these so I still gave them a go. Follow'd the instructions on the back and I didn't take more than a bite before tossing both the heated nuggets and whatever was in the b"
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Herecomesyoursun,"June 11, 2020",5.0,"These are bomb. They aren't super faux chicken-y, which I dont mind since I dont really eat meat. They are 100% nugget though. I give it a soli"
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Glitter Fairy,"May 27, 2020",5.0,"I am a meat eater. I am interested in moving toward meatless eating, so I decided to check out some foods like these vegan chicken nuggets.  Honestly, I am blown away by these.  My entire family tried them and loved them, and I genuinely had to do a double check that these were not actual chicken nuggets.Bonus tip- tossing them in buffalo sauce after they are cooked then throwing them back in the oven for a minute makes delicious buffalo chicke"
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,KP,"May 1, 2020",5.0,"I am vegan, it is perfect for me and for my f"
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Cuomo,"March 19, 2020",5.0,These taste exactly like chicken nuggets.  If you fed them to people they could pass as actual chicke
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Sandra Regina,"December 7, 2019",5.0,this one is really tasty....I would even prefer this over the real
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Amazon Customer,"November 10, 2019",5.0,Chicken nuggets are so yucky. We group them into the same “gross foods” group as hot dogs. This is a GREAT yummy alternative -and kid-ap
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Rez,"April 25, 2019",1.0,"These were absolutely flavorless.  They weren't good or bad, they were just like eating some kind of flavorless material.  Like this is the kind of thing they serve you in the future in a colony on Mars, because it has all the nutrients you need, but additional flavoring would rot the food, so they don't do it.  The texture wasn't bad, but there was just absolutely no flavor to these at all.  There's was a small hint of it on the breading, but basically, it's nothing.  Every vegetable chicken nugget I've ever had is better than th"
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,stella wilson-frey,"March 29, 2019",5.0,"They're very tasty. Thank you Quorn for giving me options, things to eat when I was reacting to a bunch of foods which is crazy. These nuggets are pretty tasty actually and meaty. I'm happy to have"
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Brandon D,"March 16, 2019",1.0,"STAY away from Quorn products. ZERO stars! I had to rush my child to ER because the chicken patty caused an anaphylactic reaction. Research the ingredient mycroprotein in Quorn products! I called their headquarters to make them aware of another case of a severely adverse reaction--no return call. For your/your family's sake do NOT consume Quorn products!!! -0 s"
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Lina,"March 3, 2019",5.0,"The texture and flavor is spot on. Super yummy with your favorite dipping sauce! Those downvoting because they aren't vegan need to reread the description. No where do they claim they are vegan, so that's just silly.They are a perfect meatless option for children and adults alike that love chicken nuggets. 😁 Barely discernable from the real thing, and I'm not vege"
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Amazon Customer,"February 23, 2019",5.0,"We aren't vegetarian, but love these. Honestly, they taste better than most ""real"" chicken nuggets. The kids love them and have no idea they aren't meat. They are on regular rotation in our"
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Patrick and Erin,"January 10, 2019",5.0,We are vegetarian and these are a GREAT meat substitute that contain no soy. I highly recommen
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Jorell Williams,"April 13, 2018",5.0,I’ve had six different brands of meatless chicken nuggets and so far these are my favorite. Other vegetarian friends and relatives love them and friends and family who don’t know in advance that they are meatless claim to love them. I recommend them for anyone interested buying!(I buy them at my local grocery
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Siri,"April 1, 2018",5.0,I’ve bought these several times because I honestly enjoyed the way they taste! Tastes better than chicken nuggets! Texture is better and taste is better! Buy them at Amazon Fresh and excellent price a
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Amazon Customer,"March 28, 2018",1.0,"They were ok. I only had one and my daughter only had half of one. She ended up throwing up overnight, Maybe it was the Myprotien they warned about people having an allergy to it.. Will not be purchasing"
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,"Ms. Mark Twain, JR.","March 19, 2018",5.0,Taste just like real chicken. Seasoned ver
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,jaclyn,"February 14, 2018",5.0,My son and I love these! We recently went vegetarian so I have to find alternatives for him. He actually thought they were real chicken n
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,kiana tinsley,"January 18, 2018",5.0,"Had these at a friend's house  who is vegetarian, and love them. Tastes just like Chicken, Looks like chicken, and texture is just like chicken! You'd swaer it was chicken and it's so"
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Fish Planet,"March 14, 2017",5.0,Quorn products are the best! I wish Amazon would sell more o
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,PinkNails,"January 29, 2017",5.0,"Of course they don't claim to be vegan, but I just assumed they were because most meat-subs are these days. These are full of egg and milk. Anyway, as long as that's not a problem for you, these taste great."
Quorn Foods,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,C,"August 18, 2016",5.0,"I'm not the biggest fan of soy, which is the most common meat substitute you'll find in the market. These are something else entirely...and they are delicious! Thankfully this brand is getting easier to find but Amazon has really great prices so I tend to get it here. I have tried other Quorn products and they are no where near as tasty as these nuggets. They are even really good out of the microwave...I'm"
Quorn,"Quorn Foods Meatless Grounds, Vegetarian, Frozen, 12 Oz",B000WLZHQ4,4.99,4.5,Dios.,"June 1, 2021",5.0,"These are an amazing substitute foe ground beef they don’t really have a flavor, the soak up what ever you put them in and the bonus was there was"
Quorn,"Quorn Foods Meatless Grounds, Vegetarian, Frozen, 12 Oz",B000WLZHQ4,4.99,4.5,Winston Paul Goslee,"May 31, 2021",5.0,"This is probably one of the best tasting meatless products on the market. Been using this for years in different dishes that call for ground beef. Can't tell the difference! @vantra"
Quorn,"Quorn Foods Meatless Grounds, Vegetarian, Frozen, 12 Oz",B000WLZHQ4,4.99,4.5,Amanda Sorel,"May 14, 2021",5.0,"Ww use this in spaghetti sauces, stuffed pepper recipes, and sloppy Joe recipes. Fry u with avocado oil and chopped onion, add you favorite barbecue sauce, put in a pot on you grill where it can get can stay warm and get a little smoke, serve on buns and even your carnivorous friends will think its del"
Quorn,"Quorn Foods Meatless Grounds, Vegetarian, Frozen, 12 Oz",B000WLZHQ4,4.99,4.5,Juliann,"March 13, 2021",5.0,Good substitute for ground meat in pasta meat
Quorn,"Quorn Foods Meatless Grounds, Vegetarian, Frozen, 12 Oz",B000WLZHQ4,4.99,4.5,person,"March 9, 2021",5.0,"These meatless grounds are a great staple to keep in your freezer if you are vegetarian. They’re great in sauces and tacos, especially. When I don’t feel like preparing a whole dinner, I can easily pop these in the microwave with a little water and seasoning to use in tacos. Thank you Quorn for these meatless g"
Quorn,"Quorn Foods Meatless Grounds, Vegetarian, Frozen, 12 Oz",B000WLZHQ4,4.99,4.5,Pwong,"February 18, 2021",5.0,"I love Quorn because I have to avoid soy but am married to a vegetarian and cook a lot of vegetarian meals.  I love using this Quorn Meatless Grounds because it holds it shape even when simmered for a long time with chili or spaghetti sauce.  As a meat eater the texture and taste reminds me strongly of ground beef.  Cooking it with some oil of your choice with chopped onions/celerymushrooms, seasoning it with a season salt/parsley, really helps add flavor.  It will scorch if not kept in a sauce because it's not meat and it cooks very quickly.  I really like that it doesn't have that vitamin flavor that some fake meats have.  It's more neutral and dependent on sea"
Quorn,"Quorn Foods Meatless Grounds, Vegetarian, Frozen, 12 Oz",B000WLZHQ4,4.99,4.5,Alaina S.,"December 7, 2020",5.0,"We're meat eaters, but we've started having vegetarian dishes a few times a week to be a bit lighter as time marches on. (Across my back sometimes! lol) We've used Quorn 4-5 times now and gotta say we really like it. It does require a little fiddling, but nothing to hard. When cooking keep in mind that there is no fat and it contains extra water like tofo. So I like to rest it on a bit of kitchen towel to remove some of the extra water. I also add bit more fat than normal to fry a bit if you want it to have a hamburger feel. (A little worcestershire sauce helps bring out the f"
Quorn,"Quorn Foods Meatless Grounds, Vegetarian, Frozen, 12 Oz",B000WLZHQ4,4.99,4.5,Amazon Customer,"November 17, 2020",5.0,"I mixed the grounds with a basic marinara pasta sause. The texture was soft and moist, no meaty imitation of fibers. More spices and steamed veggies will bring more flavors. Love it, and hope Quorn will make dry mycoprotei"
Quorn,"Quorn Foods Meatless Grounds, Vegetarian, Frozen, 12 Oz",B000WLZHQ4,4.99,4.5,Andie Yancey,"October 4, 2020",3.0,"I didn't like the texture, pretty flavorless - LIghtlife Crumbles are"
Quorn,"Quorn Foods Meatless Grounds, Vegetarian, Frozen, 12 Oz",B000WLZHQ4,4.99,4.5,kkm,"September 30, 2020",1.0,"Made me so sick! I 100% agree with the other reviewers stating that they also experienced really bad reactions. It’s not worth the gamble of if you’re going to be able to tolerant this product or not, trust me. Kind of crazy that it’s even sold on the market.. you can further research the side effects on google if you need more conv"
Quorn,"Quorn Foods Meatless Grounds, Vegetarian, Frozen, 12 Oz",B000WLZHQ4,4.99,4.5,Anthony Petrillo,"August 16, 2020",5.0,"I'm vegetarian and soy gives me a headache.So...this is perfect..no soy!!Perfect for tacos, spaghetti...Taste prett"
Quorn,"Quorn Foods Meatless Grounds, Vegetarian, Frozen, 12 Oz",B000WLZHQ4,4.99,4.5,Jess,"August 13, 2020",4.0,Nice substitute for ground beef. Flavorless and it is up to you to make it taste good. But
